date,waterbody,water temperature,ph,specific conductivity,dissolved oxygen conc.,dissolved oxygen sat.,turbidity,chlorophyll,phycocyanin,air temperature,barometric pressure,wind speed,no3-n,water temperature_roll3,ph_roll3,specific conductivity_roll3,dissolved oxygen conc._roll3,dissolved oxygen sat._roll3,turbidity_roll3,chlorophyll_roll3,phycocyanin_roll3,water temperature_delta1,ph_delta1,phycocyanin_delta1,target_next_day,risk_tier
2025-01-13,Upper Klamath Lake,22.5,7.8,400.0,8.0,95.0,3.0,5.0,2.0,20.0,1013.0,2.0,0.1,22.5,7.8,400.0,8.0,95.0,3.0,5.0,2.0,0.0,0.0,0.0,1.7455906238771361,Watch
2025-01-14,Upper Klamath Lake,22.5,7.8,400.0,8.0,95.0,3.0,5.0,2.0,20.0,1013.0,2.0,0.1,22.5,7.8,400.0,8.0,95.0,3.0,5.0,2.0,0.0,0.0,0.0,1.8118694721829063,Watch
2025-01-15,Upper Klamath Lake,22.5,7.8,400.0,8.0,95.0,3.0,5.0,2.0,20.0,1013.0,2.0,0.1,22.5,7.8,400.0,8.0,95.0,3.0,5.0,2.0,0.0,0.0,0.0,1.7623363467444642,Watch
2025-01-16,Upper Klamath Lake,22.5,7.8,400.0,8.0,95.0,3.0,5.0,15.0,20.0,1013.0,2.0,0.1,22.5,7.8,400.0,8.0,95.0,3.0,5.0,15.0,0.0,0.0,0.0,15.368416644282167,Alert
2025-01-17,Upper Klamath Lake,22.5,7.8,400.0,8.0,95.0,3.0,5.0,2.0,20.0,1013.0,2.0,0.1,22.5,7.8,400.0,8.0,95.0,3.0,5.0,2.0,0.0,0.0,0.0,2.263075615079215,Watch
2025-01-18,Upper Klamath Lake,22.5,7.8,400.0,8.0,95.0,3.0,5.0,2.0,20.0,1013.0,2.0,0.1,22.5,7.8,400.0,8.0,95.0,3.0,5.0,2.0,0.0,0.0,0.0,1.5886088707784143,Watch
2025-01-19,Upper Klamath Lake,22.5,7.8,400.0,8.0,95.0,3.0,5.0,2.0,20.0,1013.0,2.0,0.1,22.5,7.8,400.0,8.0,95.0,3.0,5.0,2.0,0.0,0.0,0.0,2.4284802839850843,Watch
2025-01-20,Upper Klamath Lake,22.5,7.8,400.0,8.0,95.0,3.0,5.0,2.0,20.0,1013.0,2.0,0.1,22.5,7.8,400.0,8.0,95.0,3.0,5.0,2.0,0.0,0.0,0.0,2.3234009671937974,Watch
2025-01-21,Upper Klamath Lake,22.5,7.8,400.0,8.0,95.0,3.0,5.0,15.0,20.0,1013.0,2.0,0.1,22.5,7.8,400.0,8.0,95.0,3.0,5.0,15.0,0.0,0.0,0.0,15.17321267098095,Alert
2025-01-22,Upper Klamath Lake,22.5,7.8,400.0,8.0,95.0,3.0,5.0,2.0,20.0,1013.0,2.0,0.1,22.5,7.8,400.0,8.0,95.0,3.0,5.0,2.0,0.0,0.0,0.0,2.1719674601041006,Watch
2025-01-23,Upper Klamath Lake,22.5,7.8,400.0,8.0,95.0,3.0,5.0,2.0,20.0,1013.0,2.0,0.1,22.5,7.8,400.0,8.0,95.0,3.0,5.0,2.0,0.0,0.0,0.0,1.9625418336178049,Watch
2025-01-24,Upper Klamath Lake,22.5,7.8,400.0,8.0,95.0,3.0,5.0,2.0,20.0,1013.0,2.0,0.1,22.5,7.8,400.0,8.0,95.0,3.0,5.0,2.0,0.0,0.0,0.0,1.935731499537027,Watch
2025-01-25,Upper Klamath Lake,22.5,7.8,400.0,8.0,95.0,3.0,5.0,2.0,20.0,1013.0,2.0,0.1,22.5,7.8,400.0,8.0,95.0,3.0,5.0,2.0,0.0,0.0,0.0,2.021510237341112,Watch
2025-01-26,Upper Klamath Lake,22.5,7.8,400.0,8.0,95.0,3.0,5.0,15.0,20.0,1013.0,2.0,0.1,22.5,7.8,400.0,8.0,95.0,3.0,5.0,15.0,0.0,0.0,0.0,14.60754941082673,Alert
2025-01-27,Upper Klamath Lake,22.5,7.8,400.0,8.0,95.0,3.0,5.0,2.0,20.0,1013.0,2.0,0.1,22.5,7.8,400.0,8.0,95.0,3.0,5.0,2.0,0.0,0.0,0.0,2.2753208268557987,Watch
2025-01-28,Upper Klamath Lake,22.5,7.8,400.0,8.0,95.0,3.0,5.0,2.0,20.0,1013.0,2.0,0.1,22.5,7.8,400.0,8.0,95.0,3.0,5.0,2.0,0.0,0.0,0.0,2.080948962869159,Watch
2025-01-29,Upper Klamath Lake,22.5,7.8,400.0,8.0,95.0,3.0,5.0,2.0,20.0,1013.0,2.0,0.1,22.5,7.8,400.0,8.0,95.0,3.0,5.0,2.0,0.0,0.0,0.0,1.734243997820454,Watch
2025-01-30,Upper Klamath Lake,22.5,7.8,400.0,8.0,95.0,3.0,5.0,2.0,20.0,1013.0,2.0,0.1,22.5,7.8,400.0,8.0,95.0,3.0,5.0,2.0,0.0,0.0,0.0,2.4318794758869773,Watch
2025-01-31,Upper Klamath Lake,22.5,7.8,400.0,8.0,95.0,3.0,5.0,15.0,20.0,1013.0,2.0,0.1,22.5,7.8,400.0,8.0,95.0,3.0,5.0,15.0,0.0,0.0,0.0,15.118696505105778,Alert
2025-02-01,Upper Klamath Lake,22.5,7.8,400.0,8.0,95.0,3.0,5.0,2.0,20.0,1013.0,2.0,0.1,22.5,7.8,400.0,8.0,95.0,3.0,5.0,2.0,0.0,0.0,0.0,2.1171728241833514,Watch
2025-02-02,Upper Klamath Lake,22.5,7.8,400.0,8.0,95.0,3.0,5.0,2.0,20.0,1013.0,2.0,0.1,22.5,7.8,400.0,8.0,95.0,3.0,5.0,2.0,0.0,0.0,0.0,2.4817478645720756,Watch
2025-02-03,Upper Klamath Lake,22.5,7.8,400.0,8.0,95.0,3.0,5.0,2.0,20.0,1013.0,2.0,0.1,22.5,7.8,400.0,8.0,95.0,3.0,5.0,2.0,0.0,0.0,0.0,2.188712417489291,Watch
2025-02-04,Upper Klamath Lake,22.5,7.8,400.0,8.0,95.0,3.0,5.0,2.0,20.0,1013.0,2.0,0.1,22.5,7.8,400.0,8.0,95.0,3.0,5.0,2.0,0.0,0.0,0.0,2.1137261353276084,Watch
2025-02-05,Upper Klamath Lake,22.5,7.8,400.0,8.0,95.0,3.0,5.0,15.0,20.0,1013.0,2.0,0.1,22.5,7.8,400.0,8.0,95.0,3.0,5.0,15.0,0.0,0.0,0.0,15.41493076509653,Alert
2025-02-06,Upper Klamath Lake,22.5,7.8,400.0,8.0,95.0,3.0,5.0,2.0,20.0,1013.0,2.0,0.1,22.5,7.8,400.0,8.0,95.0,3.0,5.0,2.0,0.0,0.0,0.0,1.808429236943108,Watch
2025-02-07,Upper Klamath Lake,22.5,7.8,400.0,8.0,95.0,3.0,5.0,2.0,20.0,1013.0,2.0,0.1,22.5,7.8,400.0,8.0,95.0,3.0,5.0,2.0,0.0,0.0,0.0,2.350228281194708,Watch
2025-02-08,Upper Klamath Lake,22.5,7.8,400.0,8.0,95.0,3.0,5.0,2.0,20.0,1013.0,2.0,0.1,22.5,7.8,400.0,8.0,95.0,3.0,5.0,2.0,0.0,0.0,0.0,2.326433985525231,Watch
2025-02-09,Upper Klamath Lake,22.5,7.8,400.0,8.0,95.0,3.0,5.0,2.0,20.0,1013.0,2.0,0.1,22.5,7.8,400.0,8.0,95.0,3.0,5.0,2.0,0.0,0.0,0.0,2.14470309876165,Watch
2025-02-10,Upper Klamath Lake,22.5,7.8,400.0,8.0,95.0,3.0,5.0,15.0,20.0,1013.0,2.0,0.1,22.5,7.8,400.0,8.0,95.0,3.0,5.0,15.0,0.0,0.0,0.0,15.412639155854757,Alert
2025-02-11,Upper Klamath Lake,22.5,7.8,400.0,8.0,95.0,3.0,5.0,2.0,20.0,1013.0,2.0,0.1,22.5,7.8,400.0,8.0,95.0,3.0,5.0,2.0,0.0,0.0,0.0,2.269842740236548,Watch
2025-02-12,Upper Klamath Lake,22.5,7.8,400.0,8.0,95.0,3.0,5.0,2.0,20.0,1013.0,2.0,0.1,22.5,7.8,400.0,8.0,95.0,3.0,5.0,2.0,0.0,0.0,0.0,1.833567448594558,Watch
2025-02-13,Upper Klamath Lake,22.5,7.8,400.0,8.0,95.0,3.0,5.0,2.0,20.0,1013.0,2.0,0.1,22.5,7.8,400.0,8.0,95.0,3.0,5.0,2.0,0.0,0.0,0.0,1.9889611899705857,Watch
2025-02-14,Upper Klamath Lake,22.5,7.8,400.0,8.0,95.0,3.0,5.0,2.0,20.0,1013.0,2.0,0.1,22.5,7.8,400.0,8.0,95.0,3.0,5.0,2.0,0.0,0.0,0.0,2.3913769012705215,Watch
2025-02-15,Upper Klamath Lake,22.5,7.8,400.0,8.0,95.0,3.0,5.0,15.0,20.0,1013.0,2.0,0.1,22.5,7.8,400.0,8.0,95.0,3.0,5.0,15.0,0.0,0.0,0.0,15.388041331798236,Alert
2025-02-16,Upper Klamath Lake,22.5,7.8,400.0,8.0,95.0,3.0,5.0,2.0,20.0,1013.0,2.0,0.1,22.5,7.8,400.0,8.0,95.0,3.0,5.0,2.0,0.0,0.0,0.0,1.8035388158412347,Watch
2025-02-17,Upper Klamath Lake,22.5,7.8,400.0,8.0,95.0,3.0,5.0,2.0,20.0,1013.0,2.0,0.1,22.5,7.8,400.0,8.0,95.0,3.0,5.0,2.0,0.0,0.0,0.0,2.3071146127907767,Watch
2025-02-18,Upper Klamath Lake,22.5,7.8,400.0,8.0,95.0,3.0,5.0,2.0,20.0,1013.0,2.0,0.1,22.5,7.8,400.0,8.0,95.0,3.0,5.0,2.0,0.0,0.0,0.0,1.892227362590217,Watch
2025-02-19,Upper Klamath Lake,22.5,7.8,400.0,8.0,95.0,3.0,5.0,2.0,20.0,1013.0,2.0,0.1,22.5,7.8,400.0,8.0,95.0,3.0,5.0,2.0,0.0,0.0,0.0,2.2486170257320555,Watch
2025-02-20,Upper Klamath Lake,22.5,7.8,400.0,8.0,95.0,3.0,5.0,15.0,20.0,1013.0,2.0,0.1,22.5,7.8,400.0,8.0,95.0,3.0,5.0,15.0,0.0,0.0,0.0,14.645543960515361,Alert
2025-02-21,Upper Klamath Lake,22.5,7.8,400.0,8.0,95.0,3.0,5.0,2.0,20.0,1013.0,2.0,0.1,22.5,7.8,400.0,8.0,95.0,3.0,5.0,2.0,0.0,0.0,0.0,1.676528048239971,Watch
2025-02-22,Upper Klamath Lake,22.5,7.8,400.0,8.0,95.0,3.0,5.0,2.0,20.0,1013.0,2.0,0.1,22.5,7.8,400.0,8.0,95.0,3.0,5.0,2.0,0.0,0.0,0.0,2.4582799330177862,Watch
2025-02-23,Upper Klamath Lake,22.5,7.8,400.0,8.0,95.0,3.0,5.0,2.0,20.0,1013.0,2.0,0.1,22.5,7.8,400.0,8.0,95.0,3.0,5.0,2.0,0.0,0.0,0.0,1.7308763238121376,Watch
2025-02-24,Upper Klamath Lake,22.5,7.8,400.0,8.0,95.0,3.0,5.0,2.0,20.0,1013.0,2.0,0.1,22.5,7.8,400.0,8.0,95.0,3.0,5.0,2.0,0.0,0.0,0.0,1.686490972172581,Watch
2025-02-25,Upper Klamath Lake,22.5,7.8,400.0,8.0,95.0,3.0,5.0,15.0,20.0,1013.0,2.0,0.1,22.5,7.8,400.0,8.0,95.0,3.0,5.0,15.0,0.0,0.0,0.0,15.492635320836367,Alert
2025-02-26,Upper Klamath Lake,22.5,7.8,400.0,8.0,95.0,3.0,5.0,2.0,20.0,1013.0,2.0,0.1,22.5,7.8,400.0,8.0,95.0,3.0,5.0,2.0,0.0,0.0,0.0,1.8029211354657066,Watch
2025-02-27,Upper Klamath Lake,22.5,7.8,400.0,8.0,95.0,3.0,5.0,2.0,20.0,1013.0,2.0,0.1,22.5,7.8,400.0,8.0,95.0,3.0,5.0,2.0,0.0,0.0,0.0,1.8638708096175747,Watch
2025-02-28,Upper Klamath Lake,22.5,7.8,400.0,8.0,95.0,3.0,5.0,2.0,20.0,1013.0,2.0,0.1,22.5,7.8,400.0,8.0,95.0,3.0,5.0,2.0,0.0,0.0,0.0,2.1983257383578803,Watch
2025-03-01,Upper Klamath Lake,22.5,7.8,400.0,8.0,95.0,3.0,5.0,2.0,20.0,1013.0,2.0,0.1,22.5,7.8,400.0,8.0,95.0,3.0,5.0,2.0,0.0,0.0,0.0,1.8191549248362788,Watch
2025-03-02,Upper Klamath Lake,22.5,7.8,400.0,8.0,95.0,3.0,5.0,15.0,20.0,1013.0,2.0,0.1,22.5,7.8,400.0,8.0,95.0,3.0,5.0,15.0,0.0,0.0,0.0,15.203628453925068,Alert
2025-03-03,Upper Klamath Lake,22.5,7.8,400.0,8.0,95.0,3.0,5.0,2.0,20.0,1013.0,2.0,0.1,22.5,7.8,400.0,8.0,95.0,3.0,5.0,2.0,0.0,0.0,0.0,1.8179671774345993,Watch
2025-03-04,Upper Klamath Lake,22.5,7.8,400.0,8.0,95.0,3.0,5.0,2.0,20.0,1013.0,2.0,0.1,22.5,7.8,400.0,8.0,95.0,3.0,5.0,2.0,0.0,0.0,0.0,2.3390285309377123,Watch
2025-03-05,Upper Klamath Lake,22.5,7.8,400.0,8.0,95.0,3.0,5.0,2.0,20.0,1013.0,2.0,0.1,22.5,7.8,400.0,8.0,95.0,3.0,5.0,2.0,0.0,0.0,0.0,1.6312941571790327,Watch
2025-03-06,Upper Klamath Lake,22.5,7.8,400.0,8.0,95.0,3.0,5.0,2.0,20.0,1013.0,2.0,0.1,22.5,7.8,400.0,8.0,95.0,3.0,5.0,2.0,0.0,0.0,0.0,2.275424927300232,Watch
2025-03-07,Upper Klamath Lake,22.5,7.8,400.0,8.0,95.0,3.0,5.0,15.0,20.0,1013.0,2.0,0.1,22.5,7.8,400.0,8.0,95.0,3.0,5.0,15.0,0.0,0.0,0.0,14.702835637253028,Alert
2025-03-08,Upper Klamath Lake,22.5,7.8,400.0,8.0,95.0,3.0,5.0,2.0,20.0,1013.0,2.0,0.1,22.5,7.8,400.0,8.0,95.0,3.0,5.0,2.0,0.0,0.0,0.0,1.6460564266969475,Watch
2025-03-09,Upper Klamath Lake,22.5,7.8,400.0,8.0,95.0,3.0,5.0,2.0,20.0,1013.0,2.0,0.1,22.5,7.8,400.0,8.0,95.0,3.0,5.0,2.0,0.0,0.0,0.0,1.633774873926125,Watch
2025-03-10,Upper Klamath Lake,22.5,7.8,400.0,8.0,95.0,3.0,5.0,2.0,20.0,1013.0,2.0,0.1,22.5,7.8,400.0,8.0,95.0,3.0,5.0,2.0,0.0,0.0,0.0,2.0316163870402772,Watch
2025-03-11,Upper Klamath Lake,22.5,7.8,400.0,8.0,95.0,3.0,5.0,2.0,20.0,1013.0,2.0,0.1,22.5,7.8,400.0,8.0,95.0,3.0,5.0,2.0,0.0,0.0,0.0,1.5346536217806088,Watch
2025-03-12,Upper Klamath Lake,22.5,7.8,400.0,8.0,95.0,3.0,5.0,15.0,20.0,1013.0,2.0,0.1,22.5,7.8,400.0,8.0,95.0,3.0,5.0,15.0,0.0,0.0,0.0,15.375571002061317,Alert
2025-03-13,Upper Klamath Lake,22.5,7.8,400.0,8.0,95.0,3.0,5.0,2.0,20.0,1013.0,2.0,0.1,22.5,7.8,400.0,8.0,95.0,3.0,5.0,2.0,0.0,0.0,0.0,1.7762466976790487,Watch
2025-03-14,Upper Klamath Lake,22.5,7.8,400.0,8.0,95.0,3.0,5.0,2.0,20.0,1013.0,2.0,0.1,22.5,7.8,400.0,8.0,95.0,3.0,5.0,2.0,0.0,0.0,0.0,1.718307616107917,Watch
2025-03-15,Upper Klamath Lake,22.5,7.8,400.0,8.0,95.0,3.0,5.0,2.0,20.0,1013.0,2.0,0.1,22.5,7.8,400.0,8.0,95.0,3.0,5.0,2.0,0.0,0.0,0.0,1.6422736830509006,Watch
2025-03-16,Upper Klamath Lake,22.5,7.8,400.0,8.0,95.0,3.0,5.0,2.0,20.0,1013.0,2.0,0.1,22.5,7.8,400.0,8.0,95.0,3.0,5.0,2.0,0.0,0.0,0.0,1.7306339284251677,Watch
2025-03-17,Upper Klamath Lake,22.5,7.8,400.0,8.0,95.0,3.0,5.0,15.0,20.0,1013.0,2.0,0.1,22.5,7.8,400.0,8.0,95.0,3.0,5.0,15.0,0.0,0.0,0.0,15.144210700075412,Alert
2025-03-18,Upper Klamath Lake,22.5,7.8,400.0,8.0,95.0,3.0,5.0,2.0,20.0,1013.0,2.0,0.1,22.5,7.8,400.0,8.0,95.0,3.0,5.0,2.0,0.0,0.0,0.0,2.3941572274921317,Watch
2025-03-19,Upper Klamath Lake,22.5,7.8,400.0,8.0,95.0,3.0,5.0,2.0,20.0,1013.0,2.0,0.1,22.5,7.8,400.0,8.0,95.0,3.0,5.0,2.0,0.0,0.0,0.0,2.2946937040284014,Watch
2025-03-20,Upper Klamath Lake,22.5,7.8,400.0,8.0,95.0,3.0,5.0,2.0,20.0,1013.0,2.0,0.1,22.5,7.8,400.0,8.0,95.0,3.0,5.0,2.0,0.0,0.0,0.0,2.4540981758714278,Watch
2025-03-21,Upper Klamath Lake,22.5,7.8,400.0,8.0,95.0,3.0,5.0,2.0,20.0,1013.0,2.0,0.1,22.5,7.8,400.0,8.0,95.0,3.0,5.0,2.0,0.0,0.0,0.0,1.5548965603407954,Watch
2025-03-22,Upper Klamath Lake,22.5,7.8,400.0,8.0,95.0,3.0,5.0,15.0,20.0,1013.0,2.0,0.1,22.5,7.8,400.0,8.0,95.0,3.0,5.0,15.0,0.0,0.0,0.0,15.208772632625692,Alert
2025-03-23,Upper Klamath Lake,22.5,7.8,400.0,8.0,95.0,3.0,5.0,2.0,20.0,1013.0,2.0,0.1,22.5,7.8,400.0,8.0,95.0,3.0,5.0,2.0,0.0,0.0,0.0,1.5098142199969677,Watch
2025-03-24,Upper Klamath Lake,22.5,7.8,400.0,8.0,95.0,3.0,5.0,2.0,20.0,1013.0,2.0,0.1,22.5,7.8,400.0,8.0,95.0,3.0,5.0,2.0,0.0,0.0,0.0,2.0967850462907207,Watch
2025-03-25,Upper Klamath Lake,22.5,7.8,400.0,8.0,95.0,3.0,5.0,2.0,20.0,1013.0,2.0,0.1,22.5,7.8,400.0,8.0,95.0,3.0,5.0,2.0,0.0,0.0,0.0,2.459457111327769,Watch
2025-03-26,Upper Klamath Lake,22.5,7.8,400.0,8.0,95.0,3.0,5.0,2.0,20.0,1013.0,2.0,0.1,22.5,7.8,400.0,8.0,95.0,3.0,5.0,2.0,0.0,0.0,0.0,2.043913075139794,Watch
2025-03-27,Upper Klamath Lake,22.5,7.8,400.0,8.0,95.0,3.0,5.0,15.0,20.0,1013.0,2.0,0.1,22.5,7.8,400.0,8.0,95.0,3.0,5.0,15.0,0.0,0.0,0.0,15.491158247416498,Alert
2025-03-28,Upper Klamath Lake,22.5,7.8,400.0,8.0,95.0,3.0,5.0,2.0,20.0,1013.0,2.0,0.1,22.5,7.8,400.0,8.0,95.0,3.0,5.0,2.0,0.0,0.0,0.0,1.6336762010451062,Watch
2025-03-29,Upper Klamath Lake,22.5,7.8,400.0,8.0,95.0,3.0,5.0,2.0,20.0,1013.0,2.0,0.1,22.5,7.8,400.0,8.0,95.0,3.0,5.0,2.0,0.0,0.0,0.0,2.095377719123522,Watch
2025-03-30,Upper Klamath Lake,22.5,7.8,400.0,8.0,95.0,3.0,5.0,2.0,20.0,1013.0,2.0,0.1,22.5,7.8,400.0,8.0,95.0,3.0,5.0,2.0,0.0,0.0,0.0,2.4136222659330646,Watch
2025-03-31,Upper Klamath Lake,22.5,7.8,400.0,8.0,95.0,3.0,5.0,2.0,20.0,1013.0,2.0,0.1,22.5,7.8,400.0,8.0,95.0,3.0,5.0,2.0,0.0,0.0,0.0,2.084632445202473,Watch
2025-04-01,Upper Klamath Lake,22.5,7.8,400.0,8.0,95.0,3.0,5.0,15.0,20.0,1013.0,2.0,0.1,22.5,7.8,400.0,8.0,95.0,3.0,5.0,15.0,0.0,0.0,0.0,14.750567329828062,Alert
2025-04-02,Upper Klamath Lake,22.5,7.8,400.0,8.0,95.0,3.0,5.0,2.0,20.0,1013.0,2.0,0.1,22.5,7.8,400.0,8.0,95.0,3.0,5.0,2.0,0.0,0.0,0.0,2.4220719585134622,Watch
2025-04-03,Upper Klamath Lake,22.5,7.8,400.0,8.0,95.0,3.0,5.0,2.0,20.0,1013.0,2.0,0.1,22.5,7.8,400.0,8.0,95.0,3.0,5.0,2.0,0.0,0.0,0.0,1.7644323066401435,Watch
2025-04-04,Upper Klamath Lake,22.5,7.8,400.0,8.0,95.0,3.0,5.0,2.0,20.0,1013.0,2.0,0.1,22.5,7.8,400.0,8.0,95.0,3.0,5.0,2.0,0.0,0.0,0.0,1.556431628115066,Watch
2025-04-05,Upper Klamath Lake,22.5,7.8,400.0,8.0,95.0,3.0,5.0,2.0,20.0,1013.0,2.0,0.1,22.5,7.8,400.0,8.0,95.0,3.0,5.0,2.0,0.0,0.0,0.0,2.0410963377461577,Watch
2025-04-06,Upper Klamath Lake,22.5,7.8,400.0,8.0,95.0,3.0,5.0,15.0,20.0,1013.0,2.0,0.1,22.5,7.8,400.0,8.0,95.0,3.0,5.0,15.0,0.0,0.0,0.0,15.456130578351836,Alert
2025-04-07,Upper Klamath Lake,22.5,7.8,400.0,8.0,95.0,3.0,5.0,2.0,20.0,1013.0,2.0,0.1,22.5,7.8,400.0,8.0,95.0,3.0,5.0,2.0,0.0,0.0,0.0,2.1654942713886567,Watch
2025-04-08,Upper Klamath Lake,22.5,7.8,400.0,8.0,95.0,3.0,5.0,2.0,20.0,1013.0,2.0,0.1,22.5,7.8,400.0,8.0,95.0,3.0,5.0,2.0,0.0,0.0,0.0,2.0320937426505004,Watch
2025-04-09,Upper Klamath Lake,22.5,7.8,400.0,8.0,95.0,3.0,5.0,2.0,20.0,1013.0,2.0,0.1,22.5,7.8,400.0,8.0,95.0,3.0,5.0,2.0,0.0,0.0,0.0,1.5311191054728859,Watch
2025-04-10,Upper Klamath Lake,22.5,7.8,400.0,8.0,95.0,3.0,5.0,2.0,20.0,1013.0,2.0,0.1,22.5,7.8,400.0,8.0,95.0,3.0,5.0,2.0,0.0,0.0,0.0,2.0933785586138933,Watch
